-----------Home----------
||||||||||||||
||||||||||||||
||||||||||||||
|Zeevisserij : Belgische vangst gelost in België|||||||||||||
|Maandresultaten 2020|||||||||||||
|De visserijstatistiek omvat zowel de hoeveelheden als de waarde van de vis die rechtstreeks in onze havens wordt aangevoerd en verkocht door Belgische vaartuigen.

Per aanvoerhaven worden de vangsten opgesplitst volgens vissoort. Deze resultaten worden maandelijks verzameld door de dienst Landbouw en Visserij van de Vlaamse overheid, die op nationaal vlak verantwoordelijk is voor het verzamelen van deze informatie op hun grondgebied.

|||||||||||||
||||||||||||||
||2020||||||||||||
||Januari|202001|Mei|202005|September|202009|||||||
||Februari|202002|Juni|202006|Oktober|202010|||||||
||Maart|202003|Juli|202007|November|202011|||||||
||April|202004|Augustus|202008|December|202012|||||||
||||||||||||||
||||||||||||||
||||||||||||||
----------------------------------
-----------202001----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Januari 2020|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
Haring|18329|7956,8099999999995|11900|5010,7|6140|2725,0899999999997|289|221,02|
Makreel|3295|7650,000000000001|1955|4747,129999999999|1340|2902,87|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|181728|645996,0599999998|106253|375974,38999999996|50568|185226,67000000004|24907|84795,00000000001|
Garnaal|31646|194483,68999999997|20316|111562,48999999999|3911|35343,270000000004|7419|47577,93000000001|
Langoestine geheel|6175|55096,08|4325|40486,920000000006|1850|14609,160000000002|-|-|
Langoestine staartje|-|-|-|-|-|-|-|-|
Noordzeekrab|6810|20467,170000000006|3751|11895,670000000002|3059|8571,5|-|-|
Zeekreeft|171|1554,08|83|684,9399999999999|88|869,1400000000001|-|-|
Andere schaaldieren|603|851,97|276|370,48999999999995|127|140,98|200|340,5|
Schelpen|27569|56066,57999999999|21544|42138,84|3612|7886,469999999999|2413|6041,27|
Inktvis|98494|313828,4899999999|52022|167238,52999999994|32309|116024,91000000006|14163|30565,050000000007|
Wulk|10260|3648|3936|1596,5099999999998|5612|1781,2400000000002|712|270,25|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------202012----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - December 2020|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1088928|4214395,2799999975|457560|1594947,8299999998|611139|2541797,31|20229|77650,14000000001|
|||||||||
Bodemvissen :|||||||||
Totaal|826587|3346148,4299999983|323100|1141906,31|493768|2181240,45|9719|23001,67|
Schelvis|5989|7515,670000000005|367|555,08|5622|6960,590000000002|-|-|
Kabeljauw|37887|100454,69000000002|1112|3137,040000000001|36710|97120,42000000004|65|197,23000000000002|
Koolvis|141|103,68|-|-|141|103,68|-|-|
Wijting|16516|11848,870000000006|7293|4350,039999999999|8438|7017,680000000002|785|481,15|
Pollak|1343|4983,76|18|89,12|1325|4894,639999999999|-|-|
Leng|1172|2380,9399999999996|94|207,14999999999998|1078|2173,7900000000004|-|-|
Heek|967|2180,939999999999|27|42,52|940|2138,4200000000005|-|-|
Steenbolk|10722|4920,9299999999985|5057|2228,09|5613|2678,7999999999997|52|14,04|
Schol|291145|598250,0899999996|126344|251214,96999999994|161338|338831,73000000004|3463|8203,39|
Bot|1636|784,92|1032|555,18|-|-|604|229,74|
Schar|8387|6614,410000000002|1761|1073,96|5042|4785,16|1584|755,29|
Tong|122659|1291421,8199999991|53396|486756,56000000006|68548|797484,1399999999|715|7181,119999999999|
Tarbot|19357|231567,84000000003|8753|99893,91000000005|10507|130890,98999999996|97|782,9400000000002|
Griet|18265|150142,9500000001|7089|57360,36999999999|10893|91393,45000000004|283|1389,13|
Tongschar|29329|162108,98999999996|5762|26113,45999999999|23500|135819,23000000004|67|176,3|
Schartong|23384|62545,07000000001|3005|9980,39|20379|52564,68|-|-|
Heilbot|64|808,7|4|42|60|766,7|-|-|
Hondstong|670|1599,8099999999995|134|307,19|536|1292,6200000000001|-|-|
Rog|83438|125883,4199999999|31242|47755,03000000003|51211|76162,62000000005|985|1965,7700000000004|
Rode poon|52651|38739,879999999976|34317|22657,24|17704|15793,980000000005|630|288,65999999999997|
Grauwe poon|980|199,29000000000002|44|8,8|936|190,48999999999995|-|-|
Engelse poon|11056|1830,9500000000003|4681|593,5500000000001|6351|1232,3600000000006|24|5,04|
Zeewolf|443|2059,5699999999993|-|-|443|2059,57|-|-|
Zeeduivel|30765|391042,85000000003|6761|76484,71999999996|23986|314361,06|18|197,07|
Kongeraal|2615|3072,64|992|899,99|1623|2172,6500000000015|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|14165|65972,54999999997|2628|14325,570000000007|11527|51630,97999999999|10|16|
Zeebaars|2649|25826,780000000017|941|9545,009999999998|1678|16026,35|30|255,42|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|24763|7417,110000000001|13734|3804,6|10937|3518,920000000001|92|93,59|
Zandhaai|176|98,84|176|98,84|-|-|-|-|
Andere soorten|13253|43770,46999999998|6336|21825,930000000008|6702|21174,750000000015|215|769,7900000000001|
|||||||||
Pelagische vis :|||||||||
Totaal|22315|8132,04|7868|3891,7900000000004|14098|3820,5699999999997|349|419,68|
Horsmakereel|797|645,3499999999999|384|343,34999999999997|413|302|-|-|
Haring|20489|3594,85|6905|1100,13|13436|2446,95|148|47,769999999999996|
Makreel|791|3422,9800000000005|557|2377,9100000000003|234|1045,07|-|-|
Sprot|201|371,91|-|-|-|-|201|371,91|
Andere soorten|37|96,95|22|70,4|15|26,55|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|240026|860114,8099999995|126592|449149,7299999998|103273|356736,29000000004|10161|54228,79000000001|
Garnaal|19261|145831,51999999996|12471|82816,12000000001|2445|19521,48|4345|43493,92|
Langoestine geheel|10193|108590,38999999997|4389|41856,439999999995|5804|66733,95|-|-|
Langoestine staartje|-|-|-|-|-|-|-|-|
Noordzeekrab|3906|21322,780000000002|1819|8584,230000000001|2046|12660,890000000003|41|77,66|
Zeekreeft|132|1736,69|106|1350,33|26|386,35999999999996|-|-|
Andere schaaldieren|1346|2558,93|547|899,29|758|1591,9899999999998|41|67,65|
Schelpen|42759|105993,18|28851|70868,49999999999|13048|33260,49000000001|860|1864,19|
Inktvis|155949|470646,9799999996|75169|241224,6599999999|77154|221457,63000000003|3626|7964,6900000000005|
Wulk|6480|3434,340000000001|3240|1550,1599999999999|1992|1123,4999999999998|1248|760,68|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
