-----------Home----------
||||||||||||||
||||||||||||||
||||||||||||||
|Zeevisserij : Belgische vangst gelost in België|||||||||||||
|Maandresultaten 2017|||||||||||||
|De visserijstatistiek omvat zowel de hoeveelheden als de waarde van de vis die rechtstreeks in onze havens wordt aangevoerd en verkocht door Belgische vaartuigen.

Per aanvoerhaven worden de vangsten opgesplitst volgens vissoort. Deze resultaten worden maandelijks verzameld door de dienst Landbouw en Visserij van de Vlaamse overheid, die op nationaal vlak verantwoordelijk is voor het verzamelen van deze informatie op hun grondgebied.

|||||||||||||
||||||||||||||
||2017||||||||||||
||Januari|201701|Mei|201705|September|201709|||||||
||Februari|201702|Juni|201706|Oktober|201710|||||||
||Maart|201703|Juli|201707|November|201711|||||||
||April|201704|Augustus|201708|December|201712|||||||
||||||||||||||
||||||||||||||
||||||||||||||
----------------------------------
-----------201701----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Januari 2017|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|||||||||
Pelagische vis :|||||||||
Totaal|13169|18814,29|4897|6723,52|8031|11646,910000000002|241|443,86|
Horsmakereel|4510|2902,59|1461|1000,31|3049|1902,2800000000002|-|-|
Haring|1294|2187,5|193|394,82|860|1348,82|241|443,86|
Makreel|7365|13724,200000000003|3243|5328,39|4122|8395,810000000001|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|315245|1430146,5700000003|146193|624979,44|158160|743490,8600000002|10892|61676,270000000004|
Garnaal|21199|147183,84999999998|15062|91799,56999999999|2257|22350|3880|33034,28|
Langoestine geheel|18560|144613,01999999996|1796|10302,99|16764|134310,03|-|-|
Langoestine staartje|4833|43280,56|220|1881,78|4613|41398,780000000006|-|-|
Noordzeekrab|12420|21083,61999999999|3228|6311,180000000001|9192|14772,440000000002|-|-|
Zeekreeft|217|1850,1600000000003|149|1242,12|68|608,04|-|-|
Andere schaaldieren|2176|1275,54|968|356,0300000000001|1183|882,2599999999998|25|37,25|
Schelpen|25790|89814,78999999995|8902|35991,19000000001|16333|51863,619999999995|555|1959,98|
Inktvis|225544|975792,7600000004|114079|475066,74|105183|474180,2600000002|6282|26545,76|
Wulk|4506|5252,269999999999|1789|2027,84|2567|3125,43|150|99|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201712----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - December 2017|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1879862|7127542,830000004|709266|2549793,0700000008|1165681|4547029,430000001|4915|30720,329999999998|
|||||||||
Bodemvissen :|||||||||
Totaal|1566182|5674058,820000003|600303|2007691,760000001|963454|3660565,450000001|2425|5801,61|
Schelvis|1881|4496,219999999999|926|2538,0200000000004|955|1958,2|-|-|
Kabeljauw|45918|113722,01000000007|20076|47473,94000000002|25346|65367,79999999997|496|880,27|
Koolvis|398|400,28|220|238,24|178|162,03999999999996|-|-|
Wijting|19908|20553,579999999998|6352|7123,829999999999|13279|13272,649999999996|277|157,10000000000002|
Pollak|1514|6072,1|708|2941,3500000000004|806|3130,75|-|-|
Leng|1378|3657,0600000000004|155|311,98999999999995|1223|3345,070000000001|-|-|
Heek|4497|8879,310000000001|31|33,58|4466|8845,73|-|-|
Steenbolk|25916|12306,76|8404|3634,170000000001|17507|8671,79|5|0,8|
Schol|802169|1767978,4900000014|313065|696080,8100000005|488940|1071700,49|164|197,18999999999997|
Bot|372|198,81|23|10,92|29|20,4|320|167,48999999999998|
Schar|7954|9150,54|2516|3147,09|4642|5497,519999999998|796|505,93000000000006|
Tong|135016|1709547,9000000008|48421|579386,4899999999|86315|1126685,7100000002|280|3475,7000000000007|
Tarbot|34985|455568,03000000055|13774|175751,98999999987|21188|279547,4700000002|23|268,57000000000005|
Griet|29889|258149,89000000013|11576|99294,55000000003|18313|158855,3400000001|-|-|
Tongschar|33900|259394,2700000001|12644|104645,03999999994|21253|154732,63999999998|3|16,59|
Schartong|33692|82019,81000000001|854|2366,59|32838|79653,22|-|-|
Heilbot|58|786,19|31|405,77|27|380,42|-|-|
Hondstong|4263|8914,710000000001|962|2620,8399999999997|3301|6293,870000000002|-|-|
Rog|66422|148505,13999999984|24720|59081,78000000003|41694|89408,16|8|15,2|
Rode poon|169672|172483,02000000008|81580|82103,55999999994|88088|90375,16000000003|4|4,3|
Grauwe poon|1034|277,64|134|31,48|900|246,16000000000003|-|-|
Engelse poon|30340|11120,879999999992|9780|3243,100000000001|20560|7877,779999999999|-|-|
Zeewolf|400|1544,6200000000001|286|1086,81|114|457,80999999999995|-|-|
Zeeduivel|30660|435077,28|5527|64292,600000000006|25133|370784,67999999964|-|-|
Kongeraal|4867|4126,83|1828|1658,73|3039|2468,0999999999995|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|7938|34661,34000000001|2234|11694,08|5704|22967,26|-|-|
Zeebaars|2313|27305,890000000007|672|7580,950000000001|1639|19691,960000000003|2|32,98|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|47251|16356,340000000006|25719|9972,380000000001|21492|6361,62|40|22,34|
Zandhaai|118|35,76|118|35,76|-|-|-|-|
Andere soorten|21459|100768,12|6967|38905,32000000001|14485|61805,64999999997|7|57,150000000000006|
|||||||||
Pelagische vis :|||||||||
Totaal|9022|7596,080000000001|3077|2961,5|5852|4570,55|93|64,03|
Horsmakereel|2566|1731,5300000000002|1923|1280,3700000000001|643|451,15999999999997|-|-|
Haring|5052|2097,1099999999997|901|648,6|4062|1389,9199999999998|89|58,59|
Makreel|1384|3748,6400000000003|253|1032,53|1127|2710,67|4|5,44|
Sprot|20|18,8|-|-|20|18,8|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|304658|1445887,9300000004|105886|539139,8099999999|196375|881893,4299999998|2397|24854,69|
Garnaal|6789|67462,56000000001|2932|28007,870000000003|1460|14600|2397|24854,69|
Langoestine geheel|16692|132468,84|12471|98323,04999999999|4221|34145,79|-|-|
Langoestine staartje|1836|19284,069999999996|1008|12174,46|828|7109,610000000001|-|-|
Noordzeekrab|4087|15818,999999999998|1413|5325,030000000001|2674|10493,970000000001|-|-|
Zeekreeft|129|1429,58|97|1136,3999999999999|32|293,18|-|-|
Andere schaaldieren|1965|1118,72|295|254,66000000000003|1670|864,06|-|-|
Schelpen|30523|124249,52000000002|13587|54695,15000000002|16936|69554,37|-|-|
Inktvis|239016|1078959,3000000003|72877|337551,2599999999|166139|741408,0399999998|-|-|
Wulk|3621|5096,339999999999|1206|1671,9300000000003|2415|3424,4099999999994|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
