-----------Home----------
||||||||||||||
||||||||||||||
||||||||||||||
|Zeevisserij : Belgische vangst gelost in België|||||||||||||
|Maandresultaten 2019|||||||||||||
|De visserijstatistiek omvat zowel de hoeveelheden als de waarde van de vis die rechtstreeks in onze havens wordt aangevoerd en verkocht door Belgische vaartuigen.

Per aanvoerhaven worden de vangsten opgesplitst volgens vissoort. Deze resultaten worden maandelijks verzameld door de dienst Landbouw en Visserij van de Vlaamse overheid, die op nationaal vlak verantwoordelijk is voor het verzamelen van deze informatie op hun grondgebied.

|||||||||||||
||||||||||||||
||2019||||||||||||
||Januari|201901|Mei|201905|September|201909|||||||
||Februari|201902|Juni|201906|Oktober|201910|||||||
||Maart|201903|Juli|201907|November|201911|||||||
||April|201904|Augustus|201908|December|201912|||||||
||||||||||||||
||||||||||||||
||||||||||||||
----------------------------------
-----------201901----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Januari 2019|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
Schol|245320|532988,12|330|775|234931|510402,8999999998|10059|21810,220000000005|
Bot|8929|5609,390000000001|1380|961,9|6007|3845,7400000000007|1542|801,7500000000001|
Schar|13986|8692,779999999999|-|-|13913|8632,900000000003|73|59,879999999999995|
Tong|165515|2193154,03|755|10924,1|161205|2129683,760000001|3555|52546,170000000006|
Tarbot|17125|188647,6000000001|-|-|15745|172933,65000000005|1380|15713,950000000003|
Griet|5781|59084,85999999996|-|-|5430|55628,37999999999|351|3456,4800000000005|
Tongschar|21013|64032,479999999996|-|-|20591|62724,52999999999|422|1307,9499999999998|
Schartong|40902|43287,46999999998|-|-|40902|43287,469999999994|-|-|
Heilbot|250|3274,51|-|-|250|3274,5099999999998|-|-|
Hondstong|5988|8760,869999999997|-|-|5988|8760,869999999997|-|-|
Rog|67153|145693,6099999999|-|-|60079|127757,99000000014|7074|17935,620000000003|
Rode poon|8294|17064,47|-|-|8009|16272,439999999993|285|792,03|
Grauwe poon|7270|2350,9800000000005|-|-|7270|2350,98|-|-|
Engelse poon|1374|891,9599999999999|-|-|1007|643,8899999999999|367|248,07|
Zeewolf|1254|3001,4999999999995|-|-|1254|3001,5000000000005|-|-|
Zeeduivel|20742|204367,62999999995|-|-|20535|202087,04|207|2280,59|
Kongeraal|937|872,9899999999999|-|-|937|872,9900000000002|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|3323|10145,350000000002|-|-|3216|10092,409999999994|107|52,940000000000005|
Zeebaars|504|6568,729999999999|-|-|480|6065,82|24|502,90999999999997|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|34109|13360,479999999998|-|-|32558|12536,419999999998|1551|824,0600000000001|
Zandhaai|209|54,72|-|-|77|17,759999999999998|132|36,96000000000001|
Andere soorten|7281|29334,31|215|372,6|6805|28123,92000000002|261|837,79|
|||||||||
Pelagische vis :|||||||||
Totaal|464|332,88|-|-|205|254,27|259|78,61|
Horsmakereel|263|78,97|-|-|4|0,36|259|78,61|
Haring|-|-|-|-|-|-|-|-|
Makreel|201|253,90999999999997|-|-|201|253,91|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|102580|316017,66000000003|8905|43309,45|71510|205946,21999999994|22165|66761,98999999999|
Garnaal|20311|105010,56999999999|8905|43309,45|4721|23591,399999999994|6685|38109,719999999994|
Langoestine geheel|2797|21141,46|-|-|2797|21141,46|-|-|
Langoestine staartje|2067|16221,25|-|-|2067|16221,25|-|-|
Noordzeekrab|3170|11934,620000000003|-|-|3085|11640,619999999997|85|294|
Zeekreeft|211|1851,4499999999998|-|-|211|1851,4500000000003|-|-|
Andere schaaldieren|324|312,0300000000001|-|-|324|312,03|-|-|
Schelpen|6529|15188,100000000006|-|-|6338|14789,900000000001|191|398,2|
Inktvis|50644|122680,74000000002|-|-|46938|111271,86999999997|3706|11408,87|
Wulk|16527|21677,44|-|-|5029|5126,239999999999|11498|16551,199999999997|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------201907----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Juli 2019|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1127223|5318185,860000002|223079|990431,1|877879|4226388,660000002|26265|101366,1|
|||||||||
Bodemvissen :|||||||||
Totaal|973316|4810723,610000002|171313|763299,32|789971|3997817,5300000017|12032|49606,76000000001|
Schelvis|2965|7030,74|509|1203,6700000000005|2456|5827,070000000001|-|-|
Kabeljauw|2762|9897,549999999994|870|3192,2999999999993|1892|6705,249999999997|-|-|
Koolvis|19|23,380000000000003|3|1,5|16|21,880000000000003|-|-|
Wijting|6021|9987,99|3089|5326,979999999999|2924|4652,470000000001|8|8,54|
Pollak|191|844,1399999999999|107|513,23|84|330,91|-|-|
Leng|736|1448,3300000000002|169|212,96|567|1235,37|-|-|
Heek|6494|11007,890000000007|738|1461,4800000000005|5756|9546,410000000003|-|-|
Steenbolk|6778|3250,100000000001|932|438|5731|2719,670000000001|115|92,43|
Schol|335389|769648,7800000003|58956|136215,25|271955|621921,41|4478|11512,119999999999|
Bot|5024|3537,6299999999997|1970|1506,8400000000001|2531|1754,68|523|276,11|
Schar|24276|14956,840000000004|5873|2919,679999999999|18394|12033,380000000001|9|3,78|
Tong|252500|2919944,530000002|36289|406185,1399999998|215218|2501270,8000000017|993|12488,590000000002|
Tarbot|24680|277019,08999999956|5677|66281,89000000001|18003|201185,13000000003|1000|9552,07|
Griet|13813|116706,5|3771|31891,819999999985|9344|79966,14|698|4848,540000000001|
Tongschar|29625|82851,19999999998|6198|16494,52|23078|64818,76000000004|349|1537,92|
Schartong|64890|57719,93000000002|6910|6088,59|57980|51631,34000000003|-|-|
Heilbot|201|2437,59|34|374,06|167|2063,53|-|-|
Hondstong|3220|5230,799999999998|301|566,7|2919|4664,099999999998|-|-|
Rog|82181|136525,53000000012|20863|30772,040000000015|59056|100456,98000000007|2262|5296,509999999998|
Rode poon|14254|26654,719999999994|1687|3100,560000000001|12298|22960,049999999996|269|594,11|
Grauwe poon|14497|4608,000000000001|769|171,67|13728|4436,330000000003|-|-|
Engelse poon|3324|1572,0899999999995|925|437,81|2148|963,6000000000003|251|170,68|
Zeewolf|81|286,26|-|-|81|286,26000000000005|-|-|
Zeeduivel|32318|293794,10000000015|4880|33644,340000000004|27239|258314,43|199|1835,33|
Kongeraal|2083|1469,33|210|140,24|1873|1329,0900000000001|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|2254|7593,1500000000015|191|785,67|2056|6787,850000000003|7|19,63|
Zeebaars|565|6808,820000000001|263|2849,99|295|3822,17|7|136,66|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|34617|10689,830000000002|7540|2291,38|26539|8050,9800000000005|538|347,47|
Zandhaai|251|50,2|71|14,200000000000001|66|13,2|114|22,8|
Andere soorten|7307|27128,570000000003|1518|8216,81|5577|18048,289999999997|212|863,47|
|||||||||
Pelagische vis :|||||||||
Totaal|22|23,5|-|-|11|22,459999999999997|11|1,04|
Horsmakereel|14|1,1|-|-|3|0,06|11|1,04|
Haring|-|-|-|-|-|-|-|-|
Makreel|8|22,4|-|-|8|22,4|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|153885|507438,75|51766|227131,78|87897|228548,67|14222|51758,299999999996|
Garnaal|29928|156029,28999999995|15025|82312,84999999999|6619|41160,72|8284|32555,72|
Langoestine geheel|8700|66614,76999999999|5928|45447,84|2772|21166,93|-|-|
Langoestine staartje|8547|61346,95999999999|3967|29704,840000000004|4580|31642,120000000003|-|-|
Noordzeekrab|9989|21390,53|2131|4452,5199999999995|7674|16414,729999999992|184|523,28|
Zeekreeft|377|3442,3400000000006|141|1207,68|236|2234,6600000000008|-|-|
Andere schaaldieren|262|348,51|129|168,03|109|154,68|24|25,8|
Schelpen|9488|15800,129999999997|4016|7502,4400000000005|5328|8124,170000000002|144|173,52|
Inktvis|85109|180630,99000000002|20245|56149,50000000002|59574|106261,83000000003|5290|18219,66|
Wulk|1485|1835,2299999999996|184|186,07999999999998|1005|1388,83|296|260,32|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------201908----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Augustus 2019|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1167415|5027777,549999997|485359|2125265,8700000015|649738|2793325,2499999995|32318|109186,43000000001|
|||||||||
Bodemvissen :|||||||||
Totaal|1015559|4587613,129999997|397940|1861813,5200000014|611620|2695111,2199999997|5999|30688,390000000003|
Schelvis|3810|7893,540000000001|1261|2967,9900000000007|2549|4925,55|-|-|
Kabeljauw|26452|91019,21000000004|9049|32571,659999999993|17399|58441,43000000002|4|6,12|
Koolvis|190|229,76000000000002|31|64,9|159|164,86|-|-|
Wijting|7214|11297,24|4908|8631,640000000003|2292|2653,279999999999|14|12,32|
Pollak|1097|4771,849999999999|675|2887,5600000000004|422|1884,29|-|-|
Leng|1189|2337,130000000001|400|804,0799999999999|789|1533,0499999999997|-|-|
Heek|8179|18792,469999999998|3234|8484,759999999998|4945|10307,710000000001|-|-|
Steenbolk|4283|2154,720000000001|1949|1072,3100000000002|2296|1051,88|38|30,53|
Schol|375155|896896,3300000001|131879|326187,44999999984|241709|566753,7600000001|1567|3955,1199999999994|
Bot|605|510,79999999999995|219|221,65|2|1,48|384|287,67|
Schar|28332|16171,520000000004|13350|7978,539999999999|14981|8192,210000000001|1|0,77|
Tong|176061|2277769,1999999983|73187|926597,0900000009|101485|1333712,2|1389|17459,910000000003|
Tarbot|37464|376240,2000000001|17733|176791,83000000025|19456|197199,68999999997|275|2248,68|
Griet|24085|163589,81000000006|12329|79325,18999999999|11514|82581,54999999996|242|1683,0700000000002|
Tongschar|39153|117956,13999999997|13808|46643,98000000001|25195|70635,22999999997|150|676,93|
Schartong|38010|49437,48999999997|12524|16689,460000000006|25486|32748,030000000002|-|-|
Heilbot|249|2776,42|9|108,58|240|2667,84|-|-|
Hondstong|3226|5686,8|650|1525,56|2576|4161,24|-|-|
Rog|143714|223969,72|57075|93837,51000000001|85674|127717,32|965|2414,89|
Rode poon|13798|21984,889999999992|6414|10712,490000000002|7242|11054,700000000006|142|217,7|
Grauwe poon|4274|1293,47|1465|378,05|2809|915,4200000000002|-|-|
Engelse poon|1733|932,1300000000002|940|548,0200000000001|686|307,5899999999999|107|76,52000000000001|
Zeewolf|2194|7269,190000000001|159|577,2|2035|6691,990000000001|-|-|
Zeeduivel|22115|228848,06999999966|7994|84663,76000000002|14088|143871,97|33|312,34|
Kongeraal|1638|1141,8100000000004|751|444,94000000000005|887|696,8700000000002|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|756|1732,73|315|646,7900000000001|410|1027,7800000000002|31|58,16|
Zeebaars|725|7694,329999999997|596|6426,520000000001|109|936,25|20|331,56|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|36357|16829,509999999995|19090|8575,549999999997|16758|7851,98|509|401,98|
Zandhaai|189|47,64|171|43,86|-|-|18|3,78|
Andere soorten|13312|30339,010000000002|5775|15404,599999999995|7427|14424,070000000003|110|510,34000000000003|
|||||||||
Pelagische vis :|||||||||
Totaal|354|360,8599999999999|277|201,81|4|8,73|73|150,31999999999996|
Horsmakereel|11|3,4|10|2,9|-|-|1|0,5|
Haring|-|-|-|-|-|-|-|-|
Makreel|343|357,4599999999999|267|198,91|4|8,73|72|149,81999999999996|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|151502|439803,56|87142|263250,54000000004|38114|98205,29999999999|26246|78347,72|
Garnaal|62738|183002,26|33561|94381,02|8445|32402,559999999998|20732|56218,68|
Langoestine geheel|8740|49262,95|8417|48423,74|323|839,2099999999999|-|-|
Langoestine staartje|6462|47816,55|2970|26756,94|3492|21059,609999999997|-|-|
Noordzeekrab|15304|22790,620000000003|8788|11531,470000000001|6391|10817,400000000001|125|441,75|
Zeekreeft|378|3198,9399999999996|251|2265,07|127|933,8699999999999|-|-|
Andere schaaldieren|323|460,80000000000007|135|183,89999999999998|188|276,90000000000003|-|-|
Schelpen|11238|19756,300000000014|6043|12314,179999999998|5095|7248,619999999998|100|193,5|
Inktvis|42784|108956,43000000001|25360|65272,38000000001|12146|22220,95000000002|5278|21463,1|
Wulk|3535|4558,71|1617|2121,84|1907|2406,18|11|30,69|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------201909----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - September 2019|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1260925|4996006,739999997|624719|2507754,1500000004|589756|2342650,17|46450|145602,41999999998|
|||||||||
Bodemvissen :|||||||||
Totaal|1062745|4421755,189999998|491888|2122010,5300000003|560214|2252669,15|10643|47075,50999999998|
Schelvis|5261|12161,869999999999|1829|4175,17|3432|7986,700000000001|-|-|
Kabeljauw|74530|256043,03999999998|24682|82910,2|49806|173048,64|42|84,2|
Koolvis|570|782,0999999999999|87|131,92|483|650,1800000000002|-|-|
Wijting|13846|20427,200000000015|10143|16141,169999999998|3699|4282,45|4|3,58|
Pollak|3117|14374,130000000001|1099|5466,02|2016|8900,110000000002|2|8|
Leng|2309|5319,870000000002|720|1646,87|1589|3673|-|-|
Heek|8061|22280,69000000001|2849|9382,850000000004|5212|12897,84|-|-|
Steenbolk|1748|1088,97|943|547,46|571|302,63|234|238,87999999999997|
Schol|407407|1061269,0599999998|181126|469240,9900000001|223181|584260,78|3100|7767,289999999998|
Bot|5549|5036,869999999999|4669|4371,26|218|184,6|662|481,01000000000005|
Schar|29896|25922,339999999993|16243|13904,010000000002|13468|11890,159999999998|185|128,17|
Tong|99557|1403066,6899999985|57642|789555,8100000004|39720|588016,66|2195|25494,219999999998|
Tarbot|34778|334792,03999999975|19037|184109,69000000032|15083|146289,2000000001|658|4393,15|
Griet|22651|145660,2199999999|12881|79190,91999999998|9575|65347,599999999984|195|1121,7|
Tongschar|60741|206813,75999999986|21592|75300,92|39045|131073,94999999995|104|438,89|
Schartong|44893|94326,69000000002|16634|33872,649999999994|28259|60454,03999999999|-|-|
Heilbot|191|2117,6700000000005|41|498,01|150|1619,6599999999999|-|-|
Hondstong|5097|8312,800000000003|2835|5121,46|2262|3191,34|-|-|
Rog|116550|222235,97999999992|58752|109445,32|57198|111618,62999999992|600|1172,0300000000002|
Rode poon|10764|19472,789999999997|6243|10926,150000000005|4037|7509,470000000002|484|1037,17|
Grauwe poon|2939|1004,79|1447|482,22999999999996|1492|522,56|-|-|
Engelse poon|1771|1168,5900000000001|638|409,45000000000005|532|360,05|601|399,09000000000003|
Zeewolf|5145|16279,690000000004|1710|5497,560000000001|3435|10782,130000000001|-|-|
Zeeduivel|41914|427052,50999999954|15685|157915,34999999995|26229|269137,1600000001|-|-|
Kongeraal|1419|1786,2300000000002|536|556,04|871|1225,3899999999999|12|4,8|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|24775|48034,25000000002|13482|25872,08|11192|21912,78|101|249,39|
Zeebaars|845|8220,979999999998|676|6252,649999999999|128|1514,24|41|454,09|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|26295|19949,46|12424|8813,320000000002|12828|9655,689999999999|1043|1480,45|
Zandhaai|313|153,28|264|135,42000000000002|-|-|49|17,86|
Andere soorten|9813|36600,63|4979|20137,579999999998|4503|14361,509999999997|331|2101,54|
|||||||||
Pelagische vis :|||||||||
Totaal|2561|4854,83|1723|3523,34|772|1188,3400000000001|66|143,15000000000003|
Horsmakereel|1170|918,9100000000001|646|515,71|524|403,2|-|-|
Haring|25|46,3|5|15,1|20|31,2|-|-|
Makreel|1366|3889,6199999999994|1072|2992,53|228|753,94|66|143,15000000000003|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|195619|569396,7199999999|131108|382220,28|28770|88792,68000000001|35741|98383,76|
Garnaal|125253|328394,12999999995|98696|250037,94|3585|20281,320000000003|22972|58074,869999999995|
Langoestine geheel|5719|37824,06|5652|37647,34|67|176,72000000000003|-|-|
Langoestine staartje|6368|44353,18|3686|28185,979999999996|2682|16167,2|-|-|
Noordzeekrab|8995|15669,239999999994|5856|9001,33|3095|6541,63|44|126,28|
Zeekreeft|324|2216,5400000000004|223|1563,8700000000001|101|652,67|-|-|
Andere schaaldieren|203|340,48|37|48,379999999999995|151|264,62|15|27,48|
Schelpen|9825|24293,66|3797|13245,050000000003|5104|8675,94|924|2372,6699999999996|
Inktvis|32639|105965,00999999997|11836|40422,15|9282|28127,910000000003|11521|37414,95|
Wulk|6293|10340,42|1325|2068,24|4703|7904,67|265|367,51|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------201910----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Oktober 2019|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1235202|4783806,900000001|520349|1993034,6999999997|677731|2666437,68|37122|124334,52|
|||||||||
Bodemvissen :|||||||||
Totaal|1029752|4109878,3800000018|386888|1559407,4099999997|634073|2522279,95|8791|28191,019999999997|
Schelvis|6057|13323,070000000009|1376|3188,62|4681|10134,450000000004|-|-|
Kabeljauw|108014|341007,2100000001|26398|82388,72|81420|258135,06|196|483,43|
Koolvis|516|666,38|120|162,26999999999998|396|504,10999999999984|-|-|
Wijting|12215|17743,309999999998|7499|11579,679999999998|3621|5414,7300000000005|1095|748,9000000000001|
Pollak|3758|15808,180000000006|981|4423,469999999999|2777|11384,71|-|-|
Leng|2359|5535,100000000003|366|865,0600000000001|1993|4670,040000000003|-|-|
Heek|2667|8417,619999999994|697|2307,4599999999996|1970|6110,160000000001|-|-|
Steenbolk|3972|3040,37|3220|2529,98|684|478,14|68|32,25|
Schol|416681|1134216,9600000011|126937|340388,22|288803|791672,3899999999|941|2156,35|
Bot|12445|9650,65|10362|8556,21|302|172,79999999999998|1781|921,6399999999999|
Schar|28376|27965,499999999993|10669|10112,5|16955|17315,070000000003|752|537,93|
Tong|84123|1192678,8300000003|43855|592966,7799999999|38973|582724,1100000002|1295|16987,94|
Tarbot|24558|243286,7599999999|9625|91919,81999999989|14656|149467,87|277|1899,07|
Griet|17484|122251,89000000001|7836|51520,74999999999|9533|69957,51000000001|115|773,63|
Tongschar|74495|276196,00000000006|20336|78331,37000000001|54133|197747,57999999993|26|117,05|
Schartong|14182|39813,87000000002|6275|15190,600000000002|7907|24623,27|-|-|
Heilbot|61|713,2|5|53,9|56|659,3000000000001|-|-|
Hondstong|2285|4933,900000000001|655|1647,9|1630|3286,0000000000005|-|-|
Rog|77765|193249,47999999995|33579|83906,27000000003|44052|108944,50000000003|134|398,71000000000004|
Rode poon|22480|35164,69|12716|20143,190000000002|8801|14107,720000000001|963|913,78|
Grauwe poon|4131|1618,72|1669|634,8500000000001|2462|983,8700000000001|-|-|
Engelse poon|3967|2711,5499999999993|2780|1958,3899999999999|886|652,85|301|100,31|
Zeewolf|5634|20416,519999999993|941|3057,960000000001|4693|17358,56|-|-|
Zeeduivel|23316|269917,1300000001|6239|68105,54000000001|17066|201669,8300000001|11|141,76|
Kongeraal|782|1332,5400000000002|440|712,3299999999999|342|620,2099999999999|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|34618|63412,639999999985|23642|43065,34|10926|20307,3|50|40|
Zeebaars|816|7648,710000000002|454|4234,040000000001|282|2574,47|80|840,2|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|30528|14413,170000000004|21165|9459,39|8942|4769,1900000000005|421|184,59|
Zandhaai|469|227,89|434|220,89|-|-|35|7|
Andere soorten|10998|42516,539999999986|5617|25775,909999999985|5131|15834,150000000001|250|906,4799999999999|
|||||||||
Pelagische vis :|||||||||
Totaal|1626|3272,0299999999997|755|1853,3|545|1259,08|326|159,64999999999998|
Horsmakereel|274|259,44|194|174,84|80|84,6|-|-|
Haring|680|803,92|149|258,69|210|393|321|152,23|
Makreel|670|2208,25|412|1419,77|255|781,48|3|7|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|2|0,42|-|-|-|-|2|0,42|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|203824|670656,4899999999|132706|431773,9900000001|43113|142898,65|28005|95983,85|
Garnaal|86275|278231,1|58607|168899,67000000004|6702|32136,99|20966|77194,44|
Langoestine geheel|5052|46742,53|4813|46252,41|239|490,11999999999995|-|-|
Langoestine staartje|3556|25222,7|1928|15350,570000000002|1628|9872,13|-|-|
Noordzeekrab|5522|18484,5|1973|6867,8099999999995|3470|11563,03|79|53,66|
Zeekreeft|93|626,07|62|439,51|31|186,55999999999997|-|-|
Andere schaaldieren|515|817,9|256|331,32|197|357,61999999999995|62|128,96|
Schelpen|12765|37531,52000000001|8421|25559,920000000006|3940|10680,409999999998|404|1291,19|
Inktvis|81529|251169,57999999987|54208|164751,29|20902|69303,69|6419|17114,6|
Wulk|8517|11830,59|2438|3321,4900000000002|6004|8308,1|75|201|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, ABCO.|||||||||
|||||||||
----------------------------------
-----------201911----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - November 2019|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1108309|5291158,429999999|619783|2868167,84|464172|2340986,1499999985|24354|82004,44|
|||||||||
Bodemvissen :|||||||||
Totaal|936631|4686892,999999999|508257|2459544,67|419575|2202420,5099999984|8799|24927,82|
Schelvis|5208|9327,140000000001|1841|3606,17|3367|5720,969999999998|-|-|
Kabeljauw|40762|118910,82000000002|21088|63086,539999999964|19622|55685,48000000004|52|138,8|
Koolvis|265|330,79999999999995|111|163,51000000000002|154|167,29|-|-|
Wijting|11268|11629,779999999999|8513|8662,849999999997|1608|2225,4600000000005|1147|741,4700000000001|
Pollak|1329|5639,480000000001|646|2844,6200000000003|683|2794,8599999999997|-|-|
Leng|1978|4312,320000000001|501|1093,9499999999998|1477|3218,3699999999985|-|-|
Heek|2400|4845,360000000001|745|1830,3300000000004|1655|3015,03|-|-|
Steenbolk|4143|2476,2600000000016|2349|1414,2600000000002|1399|923,49|395|138,51|
Schol|233664|590231,1599999998|137007|347031,27999999997|95631|240567,57000000007|1026|2632,3099999999995|
Bot|5524|3421,8899999999994|4377|2856,96|-|-|1147|564,93|
Schar|9239|8205,439999999999|5552|5166,890000000002|2961|2531,23|726|507,3199999999998|
Tong|192830|2478183,4699999974|98278|1273663,9599999995|93359|1190518,9299999992|1193|14000,579999999998|
Tarbot|23487|256456,1800000002|13507|143714,81000000006|9744|110919,62999999999|236|1821,7399999999998|
Griet|19769|129909,81000000003|12882|81889,44|6829|47585,31|58|435,06|
Tongschar|25663|117195,30000000008|11590|53614,14000000001|14055|63505,209999999985|18|75,95|
Schartong|64804|190434,63000000003|25316|78126,39999999998|39488|112308,22999999997|-|-|
Heilbot|15|165,82999999999998|6|64,12|9|101,71|-|-|
Hondstong|6027|9623,579999999998|3504|6507,39|2523|3116,1900000000005|-|-|
Rog|159004|252941,1499999998|79014|133773,10999999993|79932|119037,70999999999|58|130,33|
Rode poon|29083|34897,54|23257|29893,620000000003|4364|4069,4200000000005|1462|934,4999999999999|
Grauwe poon|2554|856,4000000000002|2113|720,43|441|135,96999999999997|-|-|
Engelse poon|2947|1208,94|1275|608,8799999999999|1277|505,72|395|94,34|
Zeewolf|1016|4170,11|265|1132,99|751|3037,12|-|-|
Zeeduivel|32858|338929,8200000003|14349|141675,66000000003|18479|196886,24999999983|30|367,9100000000001|
Kongeraal|1527|2194,1200000000003|910|1342,64|617|851,48|-|-|
Roodbaars|-|-|-|-|-|-|-|-|
Mul|11692|28370,18999999998|10378|27035,00999999999|1252|1243,5499999999993|62|91,63000000000001|
Zeebaars|1450|13048,96|958|9061,74|462|3686,1299999999997|30|301,09|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|29944|15191,679999999993|19932|9203,14|9583|5763,65|429|224,89|
Zandhaai|185|72,22|185|72,22|-|-|-|-|
Andere soorten|15996|53712,62000000003|7808|29687,610000000026|7853|22298,550000000014|335|1726,46|
|||||||||
Pelagische vis :|||||||||
Totaal|13502|6718,929999999999|6912|4142,76|6129|2276,0399999999995|461|300,13|
Horsmakereel|162|160,4|142|141,8|20|18,6|-|-|
Haring|12612|4223,509999999999|6225|2218,3|5953|1755,1199999999997|434|250,09|
Makreel|701|2284,98|545|1782,66|156|502,32|-|-|
Sprot|27|50,04|-|-|-|-|27|50,04|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|158176|597546,5000000002|104614|404480,4099999999|38468|136289,60000000003|15094|56776,49|
Garnaal|36915|170290,64000000013|28623|119234,28999999994|2897|19631,88|5395|31424,46999999999|
Langoestine geheel|5296|39235,22|3687|29412,989999999998|1609|9822,229999999998|-|-|
