-----------Home----------
||||||||||||||
||||||||||||||
||||||||||||||
|Zeevisserij : Belgische vangst gelost in België|||||||||||||
|Maandresultaten 2018|||||||||||||
|De visserijstatistiek omvat zowel de hoeveelheden als de waarde van de vis die rechtstreeks in onze havens wordt aangevoerd en verkocht door Belgische vaartuigen.

Per aanvoerhaven worden de vangsten opgesplitst volgens vissoort. Deze resultaten worden maandelijks verzameld door de dienst Landbouw en Visserij van de Vlaamse overheid, die op nationaal vlak verantwoordelijk is voor het verzamelen van deze informatie op hun grondgebied.

|||||||||||||
||||||||||||||
||2018||||||||||||
||Januari|201801|Mei|201805|September|201809|||||||
||Februari|201802|Juni|201806|Oktober|201810|||||||
||Maart|201803|Juli|201807|November|201811|||||||
||April|201804|Augustus|201808|December|201812|||||||
||||||||||||||
||||||||||||||
||||||||||||||
----------------------------------
-----------201801----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - Januari 2018|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
Schaal-en weekdieren :|||||||||
Totaal|306239|1015074,7|208222|685797,27|54942|201213,69999999998|43075|128063,73000000001|
Garnaal|193783|554532,49|148650|414396,30000000005|8139|32683,719999999998|36994|107452,47000000002|
Langoestine geheel|4904|56572,09999999999|4860|56473,12|44|98,98|-|-|
Langoestine staartje|2845|22165,980000000003|2479|19399,940000000002|366|2766,04|-|-|
Noordzeekrab|10535|24317,57|3492|9838,27|6821|13966,62|222|512,6800000000001|
Zeekreeft|211|2272,6299999999997|193|2079,0699999999997|18|193,56|-|-|
Andere schaaldieren|919|1135,78|309|263,71000000000004|556|754,35|54|117,72|
Schelpen|19987|56000,28999999999|10941|34424,31999999999|8516|19567,719999999998|530|2008,25|
Inktvis|67867|289727,75|35681|146232,87999999992|27032|125697,66999999998|5154|17797,2|
Wulk|5188|8350,110000000002|1617|2689,6600000000008|3450|5485,039999999999|121|175,41000000000003|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
-----------201812----------
Zeevisserij : Belgische vangst gelost in België|||||||||
Hoeveelheid en waarde van de vis in België aangevoerd  en verkocht|||||||||
Verdeling volgens de aanvoerhavens en de vissoorten - December 2018|||||||||
Vissoorten|Totaal van de havens||Oostende||Zeebrugge||Nieuwpoort||
|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|Totale hoeveelheid kg|Totale waarde EUR|
Algemeen totaal|1276307|5155616,329999999|533617|2196484,7800000003|716909|2854261,6500000004|25781|104869,9|
|||||||||
Bodemvissen :|||||||||
Totaal|1033323|4221358,97|418624|1762476,77|600841|2407650,9000000004|13858|51231,299999999996|
Schelvis|3399|7446,630000000002|392|1155,15|3007|6291,480000000001|-|-|
Kabeljauw|71797|193843,29999999993|11905|35362,150000000016|59827|158168,27|65|312,88|
Koolvis|1168|1350,29|178|284,14|990|1066,15|-|-|
Wijting|16796|14461,689999999991|7752|6305,809999999999|7770|7381,099999999999|1274|774,78|
Pollak|2100|8974,330000000002|199|894,8100000000002|1901|8079,520000000001|-|-|
Leng|931|2638,82|314|968,0699999999999|617|1670,7500000000002|-|-|
Heek|587|1047,8800000000003|122|312,04|465|735,84|-|-|
Steenbolk|19116|10394,13|7988|4458,780000000001|10678|5461,750000000001|450|473,59999999999997|
Schol|500475|1239157,8|209988|529578,34|283811|693501,6100000002|6676|16077,849999999999|
Bot|886|857,4599999999999|197|231,53|295|270,15999999999997|394|355,77|
Schar|13788|17867,3|4127|5435,57|8609|11699,250000000002|1052|732,48|
Tong|94974|1297410,1800000004|46640|599682,5300000004|47292|681155,6100000001|1042|16572,039999999997|
Tarbot|20375|297672,3400000001|9454|141193,63999999996|10593|150732,90999999995|328|5745,790000000001|
Griet|22538|209688,67999999993|10592|98396,90999999995|11644|108247,42000000003|302|3044,3500000000004|
Tongschar|35483|247246,30999999988|9388|62032,750000000015|25838|183149,63999999998|257|2063,92|
Schartong|10067|26718,64|5051|14602,029999999999|5016|12116,609999999999|-|-|
Heilbot|120|1788,93|43|645,8900000000001|77|1143,04|-|-|
Hondstong|1498|4032,74|991|2779,54|507|1253,2|-|-|
Rog|38303|101061,17000000004|15299|40060,090000000004|22997|60979,72999999995|7|21,35|
Rode poon|62298|60116,22999999999|31013|30316,360000000004|30648|29117,97000000001|637|681,9000000000001|
Grauwe poon|688|151,84|-|-|688|151,84|-|-|
Engelse poon|29414|10012,240000000003|10090|2987,169999999999|18957|6883,14|367|141,93|
Zeewolf|2748|11278,809999999996|454|1857,6000000000001|2294|9421,210000000003|-|-|
Zeeduivel|18240|317111,2100000001|7458|119341,23999999996|10661|195197,77000000022|121|2572,2000000000007|
Kongeraal|3901|2796,2999999999993|1618|1069,4099999999999|2274|1724,9100000000005|9|1,98|
Roodbaars|1|1,19|1|1,19|-|-|-|-|
Mul|10370|29453,760000000006|5036|13241,929999999997|5323|16154,410000000002|11|57,42|
Zeebaars|1906|22865,190000000002|846|10221,149999999998|1055|12599,04|5|45|
Doornhaai|-|-|-|-|-|-|-|-|
Hondshaai|35022|14990,479999999998|16198|6681,879999999999|18138|8150,959999999999|686|157,64|
Zandhaai|-|-|-|-|-|-|-|-|
Andere soorten|14334|68923,10000000006|5290|32379,07|8869|35145,610000000015|175|1398,4199999999998|
|||||||||
Pelagische vis :|||||||||
Totaal|5727|5330,27|961|2219,63|4568|2955,29|198|155,35|
Horsmakereel|492|453,33000000000004|89|122,86|403|330,47|-|-|
Haring|4399|1722,46|461|352,86|3740|1214,2500000000002|198|155,35|
Makreel|836|3154,48|411|1743,91|425|1410,57|-|-|
Sprot|-|-|-|-|-|-|-|-|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
Schaal-en weekdieren :|||||||||
Totaal|237257|928927,09|114032|431788,3800000002|111500|443655,4599999999|11725|53483,25|
Garnaal|39346|137057,45000000007|27681|78586,03|2729|14295,62|8936|44175,80000000001|
Langoestine geheel|2868|24044,36|2658|22340,66|210|1703,7|-|-|
Langoestine staartje|358|4681,82|328|4382,32|30|299,5|-|-|
Noordzeekrab|3352|18320,21|1569|8234,37|1616|9567,2|167|518,64|
Zeekreeft|115|1440,0899999999997|89|1054|26|386,09|-|-|
Andere schaaldieren|1278|2049,1300000000006|282|589,76|916|1338,77|80|120,6|
Schelpen|29494|92212,09999999999|14403|47347,459999999985|14714|43293,619999999995|377|1571,02|
Inktvis|155224|640643,3799999999|64929|265759,7500000002|88254|367937,9599999999|2041|6945,670000000001|
Wulk|5222|8478,55|2093|3494,03|3005|4833,000000000001|124|151,52|
Andere soorten|-|-|-|-|-|-|-|-|
|||||||||
*Bron: Statbel (Algemene directie Statistiek - Statistics Belgium) op basis van de departementt Landbouw en visserij van de Vlaamse Overheid, AVKD.|||||||||
|||||||||
----------------------------------
